,geoLevel1,geoLevel2,SERIAL,PUMA,WGTP,geoLevel0,NP,Long,Lat,serialSynth
2,1,9602,2821,105,70,11,3,-77.03486059,38.82981757,2821-2
977,1,7304,956952,105,150,11,2,-77.02679669,38.81672098,956952-1
1465,1,9602,1362301,105,81,11,2,-77.03279967,38.82931476,1362301-2
973,1,9203,1055770,104,145,11,2,-76.98609754,38.90772054,1055770-1
519,1,9203,537815,104,130,11,1,-76.98091028,38.90916788,537815-1
952,1,6600,1113524,104,0,11,1,-76.96273834,38.89154069,1113524-3
469,1,9602,406474,105,0,11,1,-77.03855768,38.82092009,406474-1
166,1,9203,192919,104,72,11,1,-76.98152607,38.91303999,192919-4
1228,1,9203,1291051,104,79,11,2,-76.98304445,38.90987995,1291051-2
91,1,9203,100470,104,63,11,1,-76.98058809,38.9088435,100470-2
184,1,8410,410772,104,327,11,1,-76.9718985,38.88651964,410772-2
709,1,8903,682292,105,0,11,1,-76.97897837,38.90670968,682292-1
998,1,9907,1185987,102,51,11,1,-76.98607168,38.9052519,1185987-1
672,1,8301,717498,101,134,11,1,-76.96276854,38.93201248,717498-1
440,1,9601,719534,105,169,11,1,-76.98718214,38.86719308,719534-2
441,1,9203,464081,104,57,11,3,-76.97929851,38.91259798,464081-1
598,1,9907,774998,102,88,11,2,-76.98773172,38.90311703,774998-1
942,1,4300,663171,103,77,11,2,-76.98964363,38.86423854,663171-5
511,1,9907,685829,102,139,11,2,-76.98530173,38.90375521,685829-2
333,1,1901,310006,104,151,11,2,-77.00649521,38.84501223,310006-1
1683,1,1901,1413496,104,62,11,1,-77.00108906,38.8512986,1413496-1
419,1,8410,946154,104,215,11,1,-76.97298387,38.88264213,946154-1
759,1,9601,1210727,105,143,11,2,-76.98635183,38.87123799,1210727-1
401,1,8803,954418,105,103,11,2,-77.01293801,38.90679636,954418-3
122,1,1902,261521,101,63,11,1,-77.01582308,38.82868765,261521-1
1333,1,9203,1385554,104,86,11,1,-76.98234062,38.90611789,1385554-3
617,1,9203,637442,104,137,11,1,-76.97755551,38.91560814,637442-1
360,1,8903,324733,105,106,11,2,-76.97802914,38.90679103,324733-3
1137,1,8903,1083632,105,139,11,3,-76.97889831,38.90597912,1083632-1
388,1,9504,366888,105,66,11,4,-76.99487771,38.85905412,366888-4
263,1,9907,320231,102,39,11,2,-76.98908397,38.90382901,320231-1
611,1,8903,581250,105,63,11,1,-76.98027433,38.90486237,581250-2
762,1,9803,770673,103,58,11,1,-76.95986793,38.90278176,770673-1
411,1,10100,325889,104,117,11,1,-76.99326715,38.86115704,325889-2
611,1,9907,793275,102,80,11,1,-76.9830472,38.90412334,793275-1
1235,1,9203,1293850,104,72,11,1,-76.97982953,38.91188461,1293850-7
1308,1,9203,1361063,104,73,11,7,-76.9855297,38.9067871,1361063-2
825,1,1902,1278366,101,92,11,1,-77.01560713,38.83028829,1278366-2
441,1,9601,721486,105,74,11,1,-76.98166876,38.87323326,721486-1
1172,1,9602,1083632,105,139,11,3,-77.03877607,38.82411317,1083632-6
320,1,8301,391728,101,82,11,1,-76.9641951,38.93186649,391728-1
645,1,8903,613314,105,106,11,2,-76.97906332,38.9049511,613314-1
853,1,1901,727256,104,202,11,1,-77.00375343,38.84787386,727256-1
1300,1,9203,1351169,104,230,11,1,-76.97769898,38.91042698,1351169-1
112,1,8410,254422,104,145,11,1,-76.96941853,38.88802748,254422-1
768,1,8903,742953,105,86,11,3,-76.97857055,38.90591102,742953-1
620,1,9907,804106,102,106,11,1,-76.98627517,38.90399772,804106-3
1076,1,9907,1260781,102,86,11,3,-76.98342926,38.90248205,1260781-1
952,1,8903,918068,105,0,11,1,-76.98279022,38.90099008,918068-2
353,1,8410,751914,104,62,11,1,-76.9695016,38.88837227,751914-1
706,1,9203,744509,104,62,11,2,-76.97934849,38.91045453,744509-1
566,1,8410,1241995,104,60,11,3,-76.97366434,38.88385643,1241995-1
1200,1,9602,1115503,105,243,11,1,-77.01325837,38.83609486,1115503-2
228,1,10100,170323,104,59,11,2,-76.99144292,38.86197587,170323-5
847,1,8903,824541,105,154,11,3,-76.97885096,38.90655933,824541-1
252,1,9907,313395,102,120,11,3,-76.9858148,38.90585154,313395-2
731,1,9602,711259,105,90,11,3,-77.02149383,38.82849485,711259-1
708,1,7304,709935,105,94,11,1,-77.03254546,38.81838156,709935-3
289,1,8903,245106,105,87,11,2,-76.97867286,38.90541868,245106-1
866,1,10100,621191,104,65,11,4,-76.99187576,38.86141517,621191-2
1577,1,1600,1279322,102,115,11,3,-76.95613003,38.9056412,1279322-2
1060,1,8301,1202195,101,65,11,2,-76.96593125,38.92752474,1202195-1
1437,1,4300,1001827,103,56,11,4,-76.98971462,38.86750425,1001827-1
451,1,10100,350355,104,0,11,1,-76.99135075,38.86199463,350355-2
250,1,7304,222978,105,91,11,1,-77.01975114,38.8204213,222978-1
1038,1,9602,968209,105,48,11,2,-77.03223059,38.82319195,968209-1
798,1,9203,880021,104,189,11,2,-76.97981708,38.90618272,880021-4
413,1,9203,449074,104,91,11,2,-76.98275867,38.90825836,449074-4
372,1,8903,334296,105,84,11,2,-76.97890509,38.90530434,334296-1
286,1,7304,257388,105,0,11,1,-77.02485067,38.82015353,257388-3
851,1,10100,610856,104,58,11,10,-76.99337432,38.86103639,610856-3
801,1,9907,1002464,102,61,11,3,-76.98531094,38.90224387,1002464-1
383,1,8301,459789,101,88,11,1,-76.97418846,38.91770889,459789-2
1287,1,9504,1291500,105,75,11,1,-76.99079471,38.86859124,1291500-1
126,1,9602,87832,105,95,11,2,-77.04316637,38.8356092,87832-2
225,1,9203,245511,104,52,11,2,-76.98242632,38.90673659,245511-2
1000,1,8301,1122930,101,82,11,1,-76.96365036,38.92343282,1122930-1
2025,1,4300,1395733,103,0,11,1,-76.99131914,38.86487977,1395733-2
735,1,1600,642258,102,94,11,3,-76.94383202,38.91633958,642258-2
838,1,9907,1038333,102,229,11,2,-76.98227723,38.90430947,1038333-4
236,1,8410,507163,104,60,11,3,-76.97131037,38.88627048,507163-1
889,1,2202,852883,103,64,11,2,-76.9631418,38.92435352,852883-2
96,1,1902,200482,101,82,11,1,-77.01190491,38.83451434,200482-2
570,1,9803,570416,103,56,11,1,-76.9582044,38.90537728,570416-1
346,1,4300,272910,103,88,11,2,-76.99151161,38.86431827,272910-4
1162,1,8903,1117554,105,127,11,2,-76.97941184,38.90458689,1117554-1
309,1,9907,403002,102,146,11,1,-76.98200255,38.90433829,403002-3
1425,1,4300,990893,103,62,11,3,-76.99053612,38.86597355,990893-2
667,1,1902,1057863,101,114,11,3,-77.01522774,38.82766122,1057863-1
943,1,9203,1027554,104,156,11,1,-76.9808011,38.90711251,1027554-2
623,1,9504,624492,105,85,11,1,-76.99705434,38.85819432,624492-1
181,1,10100,140227,104,55,11,1,-76.99385374,38.85988787,140227-2
275,1,8410,597723,104,244,11,2,-76.97315651,38.88543303,597723-2
508,1,9203,517148,104,58,11,1,-76.9790706,38.90918857,517148-2
278,1,9907,340862,102,164,11,3,-76.98557801,38.90502596,340862-1
115,1,8410,255499,104,56,11,3,-76.97487129,38.8837046,255499-2
359,1,9907,468132,102,132,11,1,-76.98162575,38.90400628,468132-4
1611,1,4300,1148265,103,73,11,1,-76.99153416,38.8649643,1148265-1
935,1,8301,1042562,101,62,11,3,-76.9687488,38.92991775,1042562-2
157,1,9203,175792,104,97,11,1,-76.97862027,38.91015625,175792-4
76,1,8903,72331,105,84,11,2,-76.9809729,38.90288834,72331-1
1093,1,9203,1145417,104,192,11,2,-76.97932641,38.90902702,1145417-1
116,1,9601,169265,105,0,11,1,-76.98098685,38.87342675,169265-1
828,1,9907,1033819,102,51,11,1,-76.98736583,38.90376979,1033819-2
416,1,7304,387509,105,38,11,2,-77.02006162,38.81958598,387509-5
1080,1,10100,807371,104,245,11,1,-76.99188258,38.86109737,807371-9
58,1,1901,48912,104,47,11,2,-77.00559219,38.84501034,48912-3
229,1,9907,297162,102,55,11,1,-76.98490776,38.90557805,297162-2
405,1,8410,915535,104,151,11,3,-76.97595116,38.88496008,915535-1
201,1,9504,191326,105,73,11,3,-76.99445418,38.86210735,191326-1
380,1,9602,331583,105,162,11,3,-77.04251679,38.83697113,331583-2
233,1,9203,254422,104,145,11,1,-76.97985221,38.90882244,254422-1
896,1,9602,873585,105,79,11,1,-77.03768177,38.83645141,873585-2
569,1,9203,584164,104,131,11,1,-76.97969483,38.91367301,584164-1
526,1,1600,417835,102,0,11,1,-76.95457415,38.91024498,417835-5
187,1,9203,212588,104,77,11,6,-76.98333858,38.9098979,212588-2
1388,1,8903,1312571,105,254,11,1,-76.97805851,38.90659258,1312571-2
931,1,9203,1011944,104,0,11,1,-76.97636107,38.91395066,1011944-3
1242,1,10100,956708,104,195,11,3,-76.99384008,38.85994724,956708-2
535,1,9907,710250,102,83,11,2,-76.98498099,38.90606076,710250-1
1192,1,8301,1391614,101,62,11,1,-76.9703637,38.92382719,1391614-2
1080,1,4300,734390,103,61,11,1,-76.98809695,38.86600281,734390-1
681,1,4300,499751,103,93,11,2,-76.99034829,38.86401607,499751-3
1846,1,4300,1280503,103,55,11,2,-76.9867484,38.86703381,1280503-3
79,1,6600,82129,104,0,11,1,-76.96161116,38.89353301,82129-1
763,1,9203,833993,104,53,11,1,-76.97618857,38.91365872,833993-3
629,1,9601,985071,105,0,11,1,-76.9853634,38.86893019,985071-1
62,1,9601,74787,105,62,11,1,-76.98459108,38.87149745,74787-1
150,1,9601,227442,105,50,11,2,-76.98810475,38.86814431,227442-2
1401,1,9504,1398273,105,0,11,1,-76.99588796,38.85745609,1398273-4
906,1,9907,1093365,102,52,11,1,-76.98722747,38.90195206,1093365-6
413,1,8903,372944,105,123,11,1,-76.97875501,38.90677637,372944-1
91,1,9803,117135,103,77,11,2,-76.95762574,38.90578097,117135-2
256,1,8903,222594,105,125,11,1,-76.97890954,38.90696327,222594-1
503,1,9203,515214,104,60,11,1,-76.98191877,38.90952253,515214-2
411,1,8301,473274,101,79,11,4,-76.96761519,38.91777565,473274-4
557,1,9504,541332,105,0,11,1,-76.98934192,38.86909356,541332-2
1586,1,4300,1127202,103,46,11,1,-76.98759033,38.86602788,1127202-4
1309,1,8903,1252758,105,70,11,2,-76.97752297,38.90677169,1252758-1
373,1,8301,451682,101,0,11,1,-76.96204154,38.90050541,451682-1
173,1,1901,144337,104,64,11,2,-77.00068304,38.85146097,144337-5
403,1,9203,445020,104,71,11,1,-76.98460269,38.90782833,445020-2
522,1,9504,507941,105,184,11,2,-76.99508529,38.86070842,507941-1
228,1,9203,250356,104,0,11,1,-76.97914605,38.91174071,250356-2
603,1,1902,930048,101,0,11,1,-77.01307332,38.83321523,930048-1
892,1,6600,1055770,104,145,11,2,-76.96181403,38.89293229,1055770-5
616,1,8903,584533,105,65,11,1,-76.97853035,38.90638847,584533-5
542,1,2202,545279,103,50,11,1,-76.96425,38.92463761,545279-3
100,1,4300,77304,103,0,11,1,-76.98828697,38.86506186,77304-6
175,1,9203,205856,104,114,11,4,-76.97844393,38.91427335,205856-1
1237,1,9203,1294633,104,103,11,2,-76.97917167,38.91109623,1294633-2
1155,1,8903,1110108,105,342,11,1,-76.9791288,38.90618461,1110108-1
200,1,9203,222509,104,85,11,1,-76.98316513,38.91124414,222509-2
1290,1,9203,1349250,104,87,11,1,-76.9804767,38.91462107,1349250-1
1454,1,2202,1376916,103,84,11,3,-76.95889277,38.92810931,1376916-3
69,1,7304,63863,105,144,11,1,-77.0269731,38.81451638,63863-1
858,1,8301,904834,101,0,11,1,-76.96648068,38.92435313,904834-2
879,1,9907,1075843,102,57,11,1,-76.98617829,38.90427745,1075843-4
942,1,9203,1027554,104,156,11,1,-76.98206922,38.91196301,1027554-1
1305,1,9203,1356229,104,60,11,2,-76.97834811,38.90816114,1356229-2
859,1,9504,884465,105,98,11,2,-76.99684921,38.85814038,884465-3
566,1,7304,561899,105,52,11,2,-77.03022804,38.80130324,561899-2
555,1,9504,541081,105,60,11,2,-76.99614768,38.86062675,541081-2
1454,1,4300,1021292,103,0,11,1,-76.99209228,38.86505943,1021292-1
961,1,9203,1042995,104,58,11,3,-76.98345619,38.9100157,1042995-1
80,1,9203,84637,104,50,11,5,-76.9801838,38.91422109,84637-6
338,1,9602,272614,105,54,11,2,-77.03327285,38.83357546,272614-2
900,1,9907,1092220,102,115,11,1,-76.98283645,38.90329033,1092220-5
614,1,9907,796283,102,42,11,1,-76.98468377,38.9046636,796283-1
315,1,8903,263043,105,75,11,3,-76.97977803,38.90444062,263043-5
1273,1,4300,861671,103,0,11,1,-76.99039598,38.86357926,861671-1
63,1,9203,71949,104,154,11,3,-76.98405845,38.90786279,71949-1
344,1,8903,292105,105,0,11,1,-76.97753399,38.90667991,292105-2
386,1,9203,429894,104,0,11,1,-76.98332709,38.90952424,429894-1
266,1,9504,239172,105,60,11,1,-76.99331431,38.86242453,239172-4
1180,1,7304,1171242,105,110,11,1,-77.03719191,38.8180979,1171242-2
1660,1,10100,1240667,104,54,11,3,-76.99124088,38.86197954,1240667-2
746,1,9907,954528,102,70,11,1,-76.98553977,38.90209709,954528-3
930,1,9602,910380,105,0,11,1,-77.03159025,38.82829939,910380-4
386,1,8803,918068,105,0,11,1,-77.01262984,38.90639517,918068-1
444,1,9803,442821,103,53,11,1,-76.95907492,38.90341874,442821-1
1110,1,9602,1006823,105,83,11,2,-77.02990964,38.8227184,1006823-2
1254,1,9203,1303770,104,135,11,1,-76.98083091,38.91190395,1303770-2
703,1,1600,628537,102,51,11,1,-76.94937404,38.91471292,628537-3
785,1,8903,766811,105,66,11,2,-76.97953642,38.90466265,766811-1
746,1,9203,808718,104,67,11,3,-76.98588146,38.90817119,808718-2
285,1,9504,257388,105,0,11,1,-76.99412805,38.86274055,257388-3
1043,1,9203,1096248,104,54,11,1,-76.98060494,38.90513231,1096248-1
693,1,9203,737832,104,0,11,1,-76.98454785,38.90870212,737832-2
542,1,8903,509181,105,81,11,2,-76.9788235,38.90604012,509181-4
969,1,9203,1052771,104,74,11,2,-76.98224811,38.91278556,1052771-2
187,1,9602,145326,105,64,11,1,-77.04344501,38.83255816,145326-2
805,1,9602,790406,105,85,11,1,-77.03508222,38.82071706,790406-2
519,1,9907,688724,102,176,11,4,-76.98589315,38.90282754,688724-3
505,1,8301,566117,101,151,11,1,-76.97208578,38.92586745,566117-1
45,1,9203,48912,104,47,11,2,-76.9790796,38.90964177,48912-1
509,1,8410,1126548,104,213,11,1,-76.97715097,38.88420301,1126548-1
542,1,1902,827478,101,74,11,1,-77.01678544,38.82721628,827478-2
621,1,2202,627287,103,44,11,2,-76.94274225,38.91801055,627287-1
1782,1,4300,1243859,103,94,11,2,-76.98856856,38.86526885,1243859-3
43,1,1901,36682,104,84,11,1,-77.00783866,38.84219271,36682-1
325,1,9907,422834,102,343,11,1,-76.98377653,38.90278314,422834-2
1036,1,8301,1178845,101,62,11,4,-76.97655616,38.91137319,1178845-1
692,1,4300,505010,103,46,11,1,-76.98845449,38.86530033,505010-3
238,1,8410,510149,104,61,11,4,-76.97587234,38.88429979,510149-1
87,1,9601,113914,105,100,11,1,-76.98484144,38.87070279,113914-2
330,1,9602,268437,105,92,11,1,-77.03184095,38.8226419,268437-2
1087,1,8301,1239510,101,0,11,1,-76.97077496,38.9232413,1239510-2
805,1,8301,849395,101,57,11,2,-76.96714045,38.92446897,849395-2
1126,1,2202,1098026,103,141,11,1,-76.95852068,38.92861173,1098026-4
1119,1,8903,1040083,105,63,11,2,-76.98187215,38.90214862,1040083-1
1449,1,8903,1375321,105,196,11,3,-76.98208389,38.90178908,1375321-4
259,1,9907,314370,102,49,11,2,-76.98472276,38.90401662,314370-2
406,1,7304,386001,105,69,11,1,-77.03836522,38.81760861,386001-2
43,1,8301,60938,101,64,11,5,-76.971507,38.91681402,60938-1
1026,1,9203,1089880,104,158,11,1,-76.97908542,38.91078853,1089880-2
861,1,6600,1028294,104,64,11,1,-76.96198393,38.89480928,1028294-2
205,1,9504,191825,105,60,11,1,-76.99002263,38.86997326,191825-1
345,1,2202,347880,103,64,11,1,-76.96251908,38.92414886,347880-1
651,1,9203,666623,104,77,11,2,-76.97906041,38.91274165,666623-5
234,1,9601,372944,105,123,11,1,-76.98834729,38.87092849,372944-1
715,1,9803,718335,103,65,11,1,-76.96192071,38.89920435,718335-1
556,1,8410,1218831,104,77,11,1,-76.97510385,38.88350782,1218831-2
1001,1,9602,955680,105,70,11,2,-77.01950656,38.82952167,955680-3
1060,1,9504,1034264,105,155,11,1,-76.99120729,38.86759981,1034264-2
553,1,9203,570345,104,174,11,1,-76.97786351,38.91124573,570345-3
582,1,9203,598027,104,72,11,5,-76.98157834,38.91330223,598027-2
1681,1,4300,1186292,103,0,11,1,-76.98862643,38.86709164,1186292-4
8,1,8410,20202,104,57,11,2,-76.9675627,38.89061704,20202-1
1345,1,8903,1276676,105,82,11,1,-76.9795617,38.90591467,1276676-1
300,1,8301,367990,101,128,11,1,-76.9770146,38.91858229,367990-2
687,1,9907,884083,102,156,11,2,-76.98665307,38.9042043,884083-3
179,1,10100,138853,104,63,11,3,-76.9929829,38.86081539,138853-5
891,1,9504,910380,105,0,11,1,-76.99383612,38.86256778,910380-3
1196,1,9504,1208670,105,98,11,1,-76.99284788,38.86503526,1208670-1
714,1,9203,761453,104,288,11,3,-76.97665364,38.91308563,761453-1
1187,1,9907,1381685,102,72,11,1,-76.98564773,38.90508589,1381685-3
108,1,8301,153911,101,98,11,1,-76.96471511,38.92808215,153911-2
235,1,8301,306042,101,53,11,1,-76.96674178,38.92027113,306042-3
93,1,9203,104187,104,58,11,6,-76.98279469,38.91130132,104187-2
1250,1,7304,1252758,105,70,11,2,-77.02036417,38.81949517,1252758-1
931,1,8903,906778,105,194,11,2,-76.97859405,38.9070771,906778-1
1046,1,9203,1097382,104,89,11,2,-76.98067901,38.90559113,1097382-1
1352,1,4300,933664,103,89,11,1,-76.98905326,38.86732034,933664-6
1142,1,9907,1334470,102,60,11,2,-76.98393128,38.90498136,1334470-1
534,1,9907,707472,102,53,11,7,-76.98575635,38.90619512,707472-6
641,1,9602,614285,105,86,11,1,-77.03454392,38.82644162,614285-3
593,1,9602,566439,105,64,11,2,-77.01346863,38.8346643,566439-1
773,1,2202,741684,103,65,11,2,-76.96041124,38.92807351,741684-3
46,1,9602,29701,105,0,11,1,-77.01945476,38.82542387,29701-3
319,1,8903,265369,105,131,11,3,-76.97926808,38.90452468,265369-3
200,1,9907,271502,102,95,11,3,-76.98425991,38.90221881,271502-1
1340,1,9203,1390199,104,64,11,2,-76.97876628,38.90952431,1390199-1
710,1,9907,914222,102,64,11,3,-76.98435404,38.90098882,914222-2
730,1,4300,525326,103,54,11,2,-76.98892088,38.86695532,525326-4
674,1,1902,1074639,101,42,11,2,-77.01441152,38.83099774,1074639-1
952,1,9504,954965,105,0,11,1,-76.99618353,38.85858817,954965-3
1097,1,9602,989607,105,329,11,4,-77.03408992,38.83390052,989607-4
652,1,9203,671215,104,76,11,3,-76.98203097,38.91002698,671215-1
573,1,8301,628089,101,81,11,1,-76.97531981,38.91156038,628089-1
1296,1,2202,1243859,103,94,11,2,-76.96045064,38.92745969,1243859-1
497,1,9907,666354,102,58,11,1,-76.98550398,38.90323981,666354-3
466,1,2202,458160,103,46,11,1,-76.96150555,38.92305788,458160-1
1547,1,1901,1297731,104,0,11,1,-76.99851704,38.85418659,1297731-2
1101,1,9602,991213,105,87,11,2,-77.0186702,38.83060152,991213-2
839,1,9504,867773,105,94,11,1,-76.99587801,38.86101876,867773-1
46,1,8410,93387,104,58,11,1,-76.96677918,38.88915269,93387-1
81,1,9203,87600,104,34,11,4,-76.98066476,38.91158326,87600-1
937,1,1901,801693,104,56,11,1,-77.0049032,38.84670045,801693-4
1523,1,9602,1411252,105,56,11,3,-77.03701384,38.82867259,1411252-3
583,1,9203,598027,104,72,11,5,-76.97937602,38.91079473,598027-3
280,1,9602,227442,105,50,11,2,-77.02639494,38.82304414,227442-1
1272,1,7304,1261128,105,159,11,2,-77.0362973,38.81660476,1261128-3
990,1,9602,950233,105,58,11,2,-77.02233248,38.82672272,950233-2
1258,1,9504,1268267,105,137,11,1,-76.99477423,38.85935984,1268267-1
1138,1,8301,1290993,101,97,11,1,-76.9689976,38.92619825,1290993-1
763,1,8903,736992,105,50,11,1,-76.97919749,38.90633854,736992-4
654,1,1902,1044174,101,65,11,1,-77.01439575,38.82941864,1044174-1
453,1,9504,417597,105,163,11,3,-76.99282653,38.8655824,417597-1
301,1,2202,318565,103,57,11,1,-76.94316736,38.91763586,318565-2
799,1,9203,881154,104,129,11,1,-76.98110703,38.90738145,881154-1
827,1,9907,1033819,102,51,11,1,-76.98806861,38.9045901,1033819-1
723,1,1901,621162,104,61,11,5,-77.00536169,38.84573848,621162-5
1510,1,9602,1398273,105,0,11,1,-77.03228502,38.84188152,1398273-2
71,1,4300,57230,103,0,11,1,-76.98977765,38.86399332,57230-2
464,1,8301,512321,101,84,11,1,-76.97422183,38.92218921,512321-4
670,1,1600,574507,102,101,11,2,-76.95498637,38.91034021,574507-4
955,1,9504,956952,105,150,11,2,-76.98960045,38.86795512,956952-1
222,1,8301,283931,101,0,11,1,-76.97544674,38.91617005,283931-3
1322,1,9803,1326035,103,53,11,1,-76.96015575,38.90256627,1326035-2
319,1,7304,276865,105,84,11,1,-77.02089568,38.82032067,276865-3
973,1,8301,1090099,101,84,11,3,-76.96944484,38.91603883,1090099-1
1205,1,9203,1249627,104,100,11,1,-76.97803719,38.90892468,1249627-1
1411,1,9602,1316758,105,53,11,2,-77.03514123,38.83474626,1316758-1
625,1,8903,590051,105,0,11,1,-76.98172577,38.90254426,590051-1
1177,1,2202,1148265,103,73,11,1,-76.96340679,38.92525817,1148265-2
916,1,9203,995776,104,67,11,1,-76.97762186,38.91322245,995776-2
869,1,9203,945491,104,232,11,1,-76.97979498,38.91030093,945491-2
525,1,7304,513197,105,160,11,2,-77.02914927,38.80186174,513197-1
1183,1,8301,1364666,101,86,11,2,-76.96191887,38.93362927,1364666-2
1658,1,1901,1387964,104,52,11,1,-77.00577912,38.84395507,1387964-1
167,1,8301,219445,101,167,11,1,-76.97440374,38.9199605,219445-2
1013,1,9907,1212038,102,87,11,5,-76.98747219,38.90421815,1212038-3
1056,1,9203,1118289,104,79,11,1,-76.98333575,38.90851494,1118289-1
916,1,4300,645692,103,84,11,2,-76.99080433,38.86548758,645692-1
964,1,9602,930657,105,48,11,2,-77.03314619,38.82413005,930657-2
265,1,9907,321838,102,60,11,2,-76.98787857,38.90477251,321838-2
414,1,9203,449074,104,91,11,2,-76.98204924,38.91261276,449074-5
770,1,1901,659428,104,95,11,1,-77.0060382,38.84426684,659428-1
1375,1,9602,1287571,105,117,11,2,-77.03821272,38.82294847,1287571-2
775,1,9907,982871,102,155,11,2,-76.98251489,38.90412042,982871-3
600,1,8410,1309642,104,44,11,3,-76.96891018,38.88964033,1309642-1
301,1,7304,264363,105,64,11,2,-77.02566408,38.81204033,264363-3
63,1,9601,76135,105,42,11,3,-76.98373882,38.8724123,76135-1
1751,1,4300,1221379,103,72,11,1,-76.98982643,38.86706042,1221379-1
918,1,9907,1099734,102,0,11,1,-76.98713758,38.90226614,1099734-4
45,1,9601,56550,105,51,11,3,-76.98064302,38.87432484,56550-1
48,1,8903,52132,105,0,11,1,-76.98005562,38.90505688,52132-4
983,1,8903,934891,105,61,11,2,-76.98258608,38.90110774,934891-3
133,1,4300,117976,103,75,11,2,-76.98955311,38.86507953,117976-1
937,1,2202,895819,103,76,11,4,-76.95764616,38.9292345,895819-1
849,1,8301,896618,101,54,11,3,-76.97184599,38.92540083,896618-1
802,1,10100,573783,104,186,11,2,-76.99223423,38.86138552,573783-3
622,1,10100,456588,104,60,11,9,-76.99314288,38.86044626,456588-1
996,1,9907,1181256,102,52,11,1,-76.98170322,38.90296475,1181256-3
1621,1,1600,1309973,102,87,11,4,-76.94479489,38.91551493,1309973-2
218,1,9203,240127,104,79,11,1,-76.97909962,38.91602894,240127-3
147,1,9602,100229,105,335,11,1,-77.03556348,38.83714484,100229-4
568,1,1901,503476,104,87,11,2,-77.00650471,38.84445676,503476-1
737,1,4300,539463,103,70,11,2,-76.99054265,38.86349985,539463-2
40,1,4300,36529,103,185,11,1,-76.98859082,38.86639251,36529-2
941,1,9203,1027159,104,106,11,1,-76.977793,38.90873947,1027159-5
452,1,9601,750979,105,60,11,1,-76.98354376,38.87123527,750979-1
283,1,7304,254755,105,258,11,1,-77.03706416,38.8153701,254755-3
427,1,9203,456588,104,60,11,9,-76.98082155,38.91140512,456588-1
1190,1,8301,1386831,101,0,11,1,-76.97500133,38.91113427,1386831-1
693,1,7304,697892,105,94,11,3,-77.02911185,38.80160919,697892-1
414,1,1902,640493,101,119,11,2,-77.01513045,38.83053469,640493-1
907,1,9907,1093365,102,52,11,1,-76.98743782,38.90159709,1093365-7
572,1,4300,423598,103,64,11,1,-76.99025399,38.8666246,423598-2
252,1,6600,310006,104,151,11,2,-76.96289683,38.89140336,310006-2
1431,1,8903,1355945,105,95,11,1,-76.97937813,38.90588556,1355945-2
149,1,8301,208190,101,75,11,1,-76.97160432,38.92174274,208190-1
723,1,9203,777760,104,62,11,1,-76.98506156,38.90716018,777760-2
125,1,9602,87832,105,95,11,2,-77.03517946,38.83983699,87832-1
713,1,8301,756670,101,0,11,1,-76.96571589,38.93066496,756670-5
520,1,1902,781138,101,439,11,2,-77.01414915,38.83016441,781138-4
615,1,9602,588253,105,73,11,1,-77.02629594,38.82240892,588253-3
760,1,1902,1195542,101,74,11,2,-77.01663388,38.82686483,1195542-2
755,1,9203,818069,104,132,11,2,-76.97730426,38.91520609,818069-3
1279,1,9504,1286674,105,72,11,2,-76.99138708,38.86778203,1286674-1
382,1,9602,334296,105,84,11,2,-77.01466547,38.83545606,334296-2
1004,1,9203,1073860,104,150,11,2,-76.9799699,38.90708913,1073860-1
252,1,8410,540887,104,67,11,2,-76.97110967,38.88689811,540887-1
236,1,7304,216028,105,123,11,1,-77.02494424,38.81210236,216028-2
759,1,8903,731674,105,0,11,1,-76.97884748,38.90520063,731674-2
374,1,2202,382574,103,61,11,2,-76.96158383,38.92404086,382574-4
994,1,4300,685911,103,206,11,1,-76.98984146,38.86453889,685911-4
54,1,8301,70328,101,79,11,2,-76.9749114,38.91885692,70328-2
965,1,9203,1042995,104,58,11,3,-76.97835224,38.91248395,1042995-5
305,1,7304,268437,105,92,11,1,-77.02513582,38.81557299,268437-2
415,1,9203,452799,104,53,11,2,-76.98340653,38.90593373,452799-1
1454,1,9602,1341143,105,80,11,1,-77.01750177,38.82732543,1341143-1
186,1,4300,164452,103,0,11,1,-76.98924088,38.86655323,164452-1
497,1,1902,747195,101,61,11,1,-77.01459814,38.83087726,747195-2
380,1,9203,422302,104,0,11,1,-76.98074802,38.91142562,422302-3
458,1,8903,404120,105,0,11,1,-76.97953191,38.90457206,404120-4
44,1,9907,71846,102,52,11,1,-76.98399517,38.90198679,71846-2
1072,1,9602,980538,105,96,11,1,-77.03848356,38.83881348,980538-2
747,1,8903,719161,105,88,11,3,-76.97890951,38.90497489,719161-1
1009,1,8301,1132251,101,42,11,2,-76.96899957,38.92504195,1132251-1
292,1,9602,233177,105,101,11,1,-77.03840848,38.82054294,233177-1
6,1,8301,13695,101,70,11,2,-76.96610348,38.9205837,13695-2
599,1,2202,603451,103,63,11,4,-76.95946504,38.92615886,603451-1
415,1,9907,559627,102,139,11,1,-76.98370429,38.9022274,559627-2
1009,1,9803,1013361,103,89,11,1,-76.95985182,38.9014956,1013361-2
468,1,9601,782814,105,83,11,3,-76.98541964,38.87250874,782814-1
367,1,4300,295248,103,68,11,1,-76.98772619,38.86666769,295248-4
